Fri Feb 18 16:08:50 2022    log.dat

         31905354 function calls (30848552 primitive calls) in 54.070 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5871    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/interpreter.py:644(current_scope)
     4270    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/lowering.py:642(<genexpr>)
     2712    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:1961(get_label_position)
      454    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/shape_base.py:421(<listcomp>)
      986    0.001    0.000    0.004    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:117(splitext)
      239    0.001    0.000    0.011    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:508(read_text)
1781/1780    0.001    0.000    0.008    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/context.py:672(unify_pairs)
     1528    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/layout.py:171(_parse_distance)
     2409    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     2642    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/ir.py:1108(get_exact)
   100/35    0.001    0.000    4.488    0.128 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/templates.py:747(_build_impl)
      244    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/yaml/scanner.py:1372(scan_tag_uri)
     3600    0.001    0.000    0.007    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:383(_insert_setattr_defn)
     1320    0.001    0.000    0.008    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/compiler_machinery.py:190(add_pass)
      625    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/ir.py:950(__repr__)
     3041    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/ir.py:259(define)
      175    0.001    0.000    0.035    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/npyimpl.py:161(_prepare_argument)
        8    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/window/xlib/__init__.py:767(_set_text_property)
     1476    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeinfer.py:1101(propagate_refined_type)
     8169    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/abstract.py:154(is_precise)
     5419    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:230(get_value_type)
     3600    0.001    0.000    0.007    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:391(_insert_get_constant_defn)
        1    0.001    0.001    0.010    0.010 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/__init__.py:1(<module>)
      469    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:224(__init__)
      369    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:493(traverse)
       36    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
       49    0.001    0.000    0.110    0.002 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typed_passes.py:183(run_pass)
     3600    0.001    0.000    0.007    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:387(_insert_cast_defn)
       98    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/passmanagers.py:42(dump_refprune_stats)
      246    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/instructions.py:295(descr)
       56    0.001    0.000    0.049    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/codegen.py:774(_verify_declare_only_symbols)
      495    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/typing.py:223(_remove_dups_flatten)
      309    0.001    0.000    0.012    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/module.py:182(functions)
     1755    0.001    0.000    0.030    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:1422(is_alias)
      173    0.001    0.000    0.006    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:183(deprecate)
      464    0.001    0.000    0.071    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/sre_compile.py:598(_code)
     3890    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:61(<genexpr>)
     3824    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/compiler_machinery.py:37(name)
       55    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/untyped_passes.py:1437(run_pass)
     3616    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:1275(<listcomp>)
      225    0.001    0.000   12.031    0.053 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/animation.py:1179(_step)
       84    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:3082(__str__)
     1262    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/templates.py:1227(register_global)
     2842    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/dis.py:419(_unpack_opargs)
     2332    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
       56    0.001    0.000    0.043    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/codegen.py:1012(scan_unresolved_symbols)
      635    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
        1    0.001    0.001    0.002    0.002 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/interactiveshell.py:339(InteractiveShell)
      764    0.001    0.000    0.003    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/runlist.py:410(<listcomp>)
     1017    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:1154(add_linking_libs)
     2196    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:653(<genexpr>)
     1624    0.001    0.000    0.024    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/language/parser.py:80(advance)
      222    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/byteflow.py:809(op_CALL_FUNCTION)
     1788    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:936(tokeneater)
      639    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/yaml/resolver.py:143(resolve)
     2358    0.001    0.000    0.187    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/re.py:250(compile)
      242    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/containers.py:233(__init__)
       12    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/gl/glx_info.py:116(get_client_version)
      758    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/graphics/__init__.py:743(__eq__)
     4053    0.001    0.000    0.001    0.000 {built-in method _abc.get_cache_token}
      518    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:170(__init__)
      467    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/figure.py:73(<listcomp>)
     1808    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axes/_base.py:1083(get_axes_locator)
       43    0.001    0.000    2.125    0.049 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/cpu.py:216(get_executable)
        4    0.001    0.000    0.001    0.000 {method 'AddSerializedFile' of 'google.protobuf.pyext._message.DescriptorPool' objects}
     4126    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/runtime/context.py:15(_require_nrt)
       32    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/contextlib.py:433(callback)
      142    0.001    0.000    0.031    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/callconv.py:353(set_static_user_exc)
      904    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/figure.py:233(<lambda>)
     3616    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:1887(tick_values)
      167    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeinfer.py:1370(<listcomp>)
       33    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:454(apply_tickdir)
  530/437    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/sre_compile.py:461(_get_literal_prefix)
      780    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/itanium_mangler.py:116(_len_encoded)
      112    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/lib/function_base.py:1153(diff)
      259    0.001    0.000    0.022    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/lowering.py:722(fold_call_args)
       12    0.001    0.000    0.024    0.002 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:1328(get_aliases)
      939    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      141    0.001    0.000    0.034    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/module.py:109(verify)
       56    0.001    0.000    0.025    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/codegen.py:644(__init__)
      226    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backend_bases.py:1151(interval)
      708    0.001    0.000    0.015    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:135(contains_nrt_meminfo)
     3866    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:117(<genexpr>)
      226    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/_internal.py:249(__init__)
     1821    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/types.py:518(gep)
      239    0.001    0.000    0.008    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/module.py:89(get_global_variable)
       55    0.001    0.000    0.014    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/compiler.py:587(define_untyped_pipeline)
     5101    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:89(traverse)
     2359    0.001    0.000    0.008    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/typing.py:121(_type_convert)
      780    0.001    0.000    0.008    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/itanium_mangler.py:86(_escape_string)
    319/6    0.001    0.000    0.004    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1370(_parseNoCache)
      440    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/markers.py:267(_set_fillstyle)
      283    0.001    0.000    0.011    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/wandb_settings.py:1063(__getitem__)
      288    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/function_base.py:475(add_newdoc)
      226    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/wrappers/monitor.py:207(_before_step)
       55    0.001    0.000    0.004    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/analysis.py:575(find_literally_calls)
      369    0.001    0.000    0.023    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/cgutils.py:173(__setitem__)
     1441    0.001    0.000    0.029    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/compiler_lock.py:22(__exit__)
      562    0.001    0.000    0.050    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:52(_find)
     1226    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/base.py:141(append)
      412    0.001    0.000    0.004    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/instructions.py:199(descr)
     1168    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/enum.py:44(_is_private)
      795    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/graphics/__init__.py:748(__hash__)
      736    0.001    0.000    0.005    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/cgutils.py:56(create_struct_proxy)
       56    0.001    0.000    0.043    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/codegen.py:1031(scan_defined_symbols)
       21    0.001    0.000    0.004    0.000 {built-in method _pickle.loads}
       50    0.001    0.000    0.014    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/pythonapi.py:1342(serialize_uncached)
     6065    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/errors.py:189(errmsg)
     1370    0.001    0.000    0.017    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/controlflow.py:139(process)
     2734    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/version.py:256(<genexpr>)
     1148    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/layout.py:911(_get_document)
       33    0.001    0.000    0.127    0.004 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:419(__init__)
       55    0.001    0.000    0.098    0.002 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeinfer.py:1024(build_constraint)
        2    0.001    0.001    0.115    0.057 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/gl/xlib.py:87(<listcomp>)
      795    0.001    0.000    0.007    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/genericpath.py:16(exists)
      162    0.001    0.000    0.014    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/packer.py:87(as_arguments)
       62    0.001    0.000    0.002    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/_lib/doccer.py:177(indentcount_lines)
       42    0.001    0.000    0.051    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/callconv.py:116(raise_error)
      615    0.001    0.000    0.011    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:647(set)
     3114    0.001    0.000    0.001    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:614(module)
